artifact	container	class_entry	class_name	classfile_major	access_flags
realm-gradle-plugin	realm-gradle-plugin-10.19.0.jar	io/realm/gradle/Realm$Companion.class	io.realm.gradle.Realm$Companion	52	0x0031
realm-gradle-plugin	realm-gradle-plugin-10.19.0.jar	io/realm/gradle/Realm.class	io.realm.gradle.Realm	52	0x0021
realm-gradle-plugin	realm-gradle-plugin-10.19.0.jar	io/realm/gradle/RealmKt.class	io.realm.gradle.RealmKt	52	0x0031
realm-gradle-plugin	realm-gradle-plugin-10.19.0.jar	io/realm/gradle/SimpleAGPVersion$Companion.class	io.realm.gradle.SimpleAGPVersion$Companion	52	0x0031
realm-gradle-plugin	realm-gradle-plugin-10.19.0.jar	io/realm/gradle/SimpleAGPVersion$compareTo$$inlined$compareBy$1.class	io.realm.gradle.SimpleAGPVersion$compareTo$$inlined$compareBy$1	52	0x0031
realm-gradle-plugin	realm-gradle-plugin-10.19.0.jar	io/realm/gradle/SimpleAGPVersion$compareTo$$inlined$thenBy$1.class	io.realm.gradle.SimpleAGPVersion$compareTo$$inlined$thenBy$1	52	0x0031
realm-gradle-plugin	realm-gradle-plugin-10.19.0.jar	io/realm/gradle/SimpleAGPVersion.class	io.realm.gradle.SimpleAGPVersion	52	0x0031
realm-gradle-plugin	realm-gradle-plugin-10.19.0.jar	io/realm/gradle/Version.class	io.realm.gradle.Version	52	0x0031
realm-transformer	realm-transformer-10.19.0.jar	io/realm/analytics/AnalyticsData.class	io.realm.analytics.AnalyticsData	55	0x0031
realm-transformer	realm-transformer-10.19.0.jar	io/realm/analytics/ComputerIdentifierGenerator$Companion.class	io.realm.analytics.ComputerIdentifierGenerator$Companion	55	0x0031
realm-transformer	realm-transformer-10.19.0.jar	io/realm/analytics/ComputerIdentifierGenerator.class	io.realm.analytics.ComputerIdentifierGenerator	55	0x0031
realm-transformer	realm-transformer-10.19.0.jar	io/realm/analytics/PublicAppId.class	io.realm.analytics.PublicAppId	55	0x0031
realm-transformer	realm-transformer-10.19.0.jar	io/realm/analytics/RealmAnalytics.class	io.realm.analytics.RealmAnalytics	55	0x0031
realm-transformer	realm-transformer-10.19.0.jar	io/realm/analytics/RealmAnalyticsKt.class	io.realm.analytics.RealmAnalyticsKt	55	0x0031
realm-transformer	realm-transformer-10.19.0.jar	io/realm/analytics/UrlEncodedAnalytics$Companion.class	io.realm.analytics.UrlEncodedAnalytics$Companion	55	0x0031
realm-transformer	realm-transformer-10.19.0.jar	io/realm/analytics/UrlEncodedAnalytics.class	io.realm.analytics.UrlEncodedAnalytics	55	0x0031
realm-transformer	realm-transformer-10.19.0.jar	io/realm/gradle/RealmPluginExtension.class	io.realm.gradle.RealmPluginExtension	55	0x0021
realm-transformer	realm-transformer-10.19.0.jar	io/realm/transformer/BytecodeModifier$Companion.class	io.realm.transformer.BytecodeModifier$Companion	55	0x0031
realm-transformer	realm-transformer-10.19.0.jar	io/realm/transformer/BytecodeModifier.class	io.realm.transformer.BytecodeModifier	55	0x0031
realm-transformer	realm-transformer-10.19.0.jar	io/realm/transformer/ManagedClassPool.class	io.realm.transformer.ManagedClassPool	55	0x0031
realm-transformer	realm-transformer-10.19.0.jar	io/realm/transformer/ProjectMetaData.class	io.realm.transformer.ProjectMetaData	55	0x0031
realm-transformer	realm-transformer-10.19.0.jar	io/realm/transformer/RealmTransformerKt.class	io.realm.transformer.RealmTransformerKt	55	0x0031
realm-transformer	realm-transformer-10.19.0.jar	io/realm/transformer/RealmTransformerTask.class	io.realm.transformer.RealmTransformerTask	55	0x0421
realm-transformer	realm-transformer-10.19.0.jar	io/realm/transformer/Stopwatch.class	io.realm.transformer.Stopwatch	55	0x0031
realm-transformer	realm-transformer-10.19.0.jar	io/realm/transformer/Utils.class	io.realm.transformer.Utils	55	0x0021
realm-transformer	realm-transformer-10.19.0.jar	io/realm/transformer/Version.class	io.realm.transformer.Version	55	0x0021
realm-transformer	realm-transformer-10.19.0.jar	io/realm/transformer/build/BuildTemplate.class	io.realm.transformer.build.BuildTemplate	55	0x0421
realm-transformer	realm-transformer-10.19.0.jar	io/realm/transformer/build/BuildTemplateKt.class	io.realm.transformer.build.BuildTemplateKt	55	0x0031
realm-transformer	realm-transformer-10.19.0.jar	io/realm/transformer/build/FullBuild.class	io.realm.transformer.build.FullBuild	55	0x0031
realm-transformer	realm-transformer-10.19.0.jar	io/realm/transformer/build/IncrementalBuild.class	io.realm.transformer.build.IncrementalBuild	55	0x0031
realm-transformer	realm-transformer-10.19.0.jar	io/realm/transformer/ext/CtClassExtKt.class	io.realm.transformer.ext.CtClassExtKt	55	0x0031
